State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Haryana,Sonipat,Ganaur,Brinjal,Brinjal,FAQ,14/04/2024,1500,2000,1800
Haryana,Sonipat,Ganaur,Potato,Potato,FAQ,14/04/2024,1500,1600,1500
Haryana,Sonipat,Ganaur,Pumpkin,Pumpkin,FAQ,14/04/2024,1500,2000,1800
Haryana,Sonipat,Ganaur,Tinda,Tinda,FAQ,14/04/2024,1500,2000,1800
Haryana,Sonipat,Gohana,Cucumbar(Kheera),Other,FAQ,14/04/2024,1200,2000,1600
Haryana,Sonipat,Gohana,"Mousambi(Sweet Lime)",Other,Large,14/04/2024,4000,5000,4500
Haryana,Sonipat,Gohana,"Peas cod",Other,FAQ,14/04/2024,3800,4000,3900
Haryana,Sonipat,Gohana,Potato,Other,FAQ,14/04/2024,600,1400,1100
Haryana,Sonipat,Sonepat(Kharkhoda),"Bottle gourd",Other,FAQ,14/04/2024,1500,1500,1500
Haryana,Sonipat,Sonepat(Kharkhoda),Tomato,Deshi,FAQ,14/04/2024,3500,3500,3500
Haryana,"Yamuna Nagar",Mustafabad,"Bottle gourd",Other,FAQ,14/04/2024,1800,2000,2000
Haryana,"Yamuna Nagar",Mustafabad,Cauliflower,Other,FAQ,14/04/2024,1300,1600,1400
Haryana,"Yamuna Nagar",Mustafabad,Onion,Other,FAQ,14/04/2024,1800,2200,2000
"Himachal Pradesh",Kullu,Bhuntar,"Bottle gourd",Other,FAQ,14/04/2024,2500,3000,2800
"Himachal Pradesh",Kullu,Bhuntar,Brinjal,Other,FAQ,14/04/2024,2500,3000,2800
"Himachal Pradesh",Kullu,Bhuntar,Cabbage,Other,FAQ,14/04/2024,1800,2000,1900
"Himachal Pradesh",Kullu,Bhuntar,Cauliflower,Other,FAQ,14/04/2024,1000,2000,1500
"Himachal Pradesh",Kullu,Bhuntar,"Green Chilli",Other,FAQ,14/04/2024,5000,5500,5300
"Himachal Pradesh",Kullu,Bhuntar,Papaya,Other,Medium,14/04/2024,4500,4800,4700
"Himachal Pradesh",Kullu,Bhuntar,Potato,Other,FAQ,14/04/2024,1700,2000,1900
"Himachal Pradesh",Kullu,Bhuntar,Tomato,Other,FAQ,14/04/2024,2500,3000,2800
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,FAQ,14/04/2024,2800,3500,3200
Karnataka,Bangalore,Ramanagara,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,1600,2200,2000
Karnataka,Bangalore,Ramanagara,Drumstick,Drumstick,FAQ,14/04/2024,2400,3500,3000
Karnataka,Belgaum,Ramdurga,Maize,Local,Medium,14/04/2024,2100,2100,2100
Karnataka,"Karwar(Uttar Kannad)",Haliyala,Paddy(Dhan)(Common),"Paddy Medium",FAQ,14/04/2024,2600,2600,2600
Kerala,Kollam,Anchal,Banana,Palayamthodan,Medium,14/04/2024,3600,3800,3700
Kerala,Kollam,Anchal,"Bottle gourd",Other,FAQ,14/04/2024,3600,3800,3700
Kerala,Kollam,Anchal,Brinjal,Brinjal,FAQ,14/04/2024,4500,4700,4600
Kerala,Kollam,Anchal,Cabbage,Other,FAQ,14/04/2024,5500,5700,5600
Kerala,Kollam,Anchal,Carrot,Carrot,FAQ,14/04/2024,8600,8800,8700
Kerala,Kollam,Anchal,Potato,Other,FAQ,14/04/2024,3700,3900,3800
Kerala,Kollam,Anchal,Tomato,Hybrid,FAQ,14/04/2024,4500,4700,4600
Kerala,Kollam,Chathanoor,"Indian Beans (Seam)",Other,FAQ,14/04/2024,13800,14200,14000
Kerala,Kollam,Chathanoor,Snakeguard,Other,FAQ,14/04/2024,2800,3200,3000
Kerala,Kollam,Nedumpana,Amphophalus,Amphophalus,FAQ,14/04/2024,6000,6800,6500
Kerala,Kottayam,Pala,Beetroot,Beetroot,FAQ,14/04/2024,4800,5000,4900
Kerala,Kottayam,Pala,Cabbage,Cabbage,FAQ,14/04/2024,2600,3200,3000
Kerala,Kottayam,Pala,Cowpea(Veg),"Cowpea (Veg)",FAQ,14/04/2024,4000,6000,5000
Kerala,Kottayam,Pala,Snakeguard,Snakeguard,FAQ,14/04/2024,2400,3200,2800
Kerala,Thiruvananthapuram,Chenkal,Banana,Rasakathai,Large,14/04/2024,3000,3500,3200
Kerala,Thiruvananthapuram,Parassala,Banana,"Nendra Bale",Medium,14/04/2024,5800,6000,5800
Kerala,Thiruvananthapuram,Parassala,"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,3000,3200,3000
Kerala,Thiruvananthapuram,Parassala,"Cluster beans","Cluster Beans",FAQ,14/04/2024,2000,2200,2000
Kerala,Thiruvananthapuram,Parassala,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,3000,3200,3000
Kerala,Thiruvananthapuram,Parassala,"Green Chilli","Green Chilly",FAQ,14/04/2024,4000,4200,4000
Kerala,Thiruvananthapuram,Parassala,Snakeguard,Snakeguard,FAQ,14/04/2024,2000,2200,2000
"Madhya Pradesh",Ashoknagar,Chanderi,Mustard,Mustard,FAQ,14/04/2024,4500,4510,4500
"Madhya Pradesh",Ashoknagar,Mungawali,Wheat,Local,FAQ,14/04/2024,2200,2200,2200
"Madhya Pradesh",Badwani,Anjad,Maize,Yellow,FAQ,14/04/2024,1325,2000,2040
"Madhya Pradesh",Balaghat,Balaghat,Paddy(Dhan)(Common),Common,FAQ,14/04/2024,1800,1800,1800
"Madhya Pradesh",Balaghat,Balaghat,Paddy(Dhan)(Common),Paddy,FAQ,14/04/2024,1800,1980,1800
"Madhya Pradesh",Bhind,Bhind,Mustard,Mustard,FAQ,14/04/2024,4930,4930,4930
"Madhya Pradesh",Burhanpur,Burhanpur,Maize,Local,FAQ,14/04/2024,84,1925,1925
"Madhya Pradesh",Damoh,Damoh,Wheat,Lokwan,FAQ,14/04/2024,2200,2200,2200
"Madhya Pradesh",Datia,Bhander,Wheat,Local,FAQ,14/04/2024,85,2210,2150
"Madhya Pradesh",Datia,Datia,Wheat,"Mill Quality",FAQ,14/04/2024,2280,2290,2300
"Madhya Pradesh",Dhar,Dhar,Soyabean,Soyabeen,FAQ,14/04/2024,4400,4400,4400
"Madhya Pradesh",Dhar,Dhar,Wheat,Lokwan,FAQ,14/04/2024,2420,2660,2660
"Madhya Pradesh",Dhar,Rajgarh,Wheat,Local,FAQ,14/04/2024,2135,2425,2300
"Madhya Pradesh",Dindori,Dindori,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,14/04/2024,8000,8100,8100
"Madhya Pradesh",Harda,Harda,Wheat,Local,FAQ,14/04/2024,2221,2325,2325
"Madhya Pradesh",Harda,Harda,Wheat,"Mill Quality",FAQ,14/04/2024,2310,2310,2325
"Madhya Pradesh",Hoshangabad,Babai,Wheat,Lokwan,FAQ,14/04/2024,2225,2225,2230
"Madhya Pradesh",Hoshangabad,Banapura,Wheat,Local,FAQ,14/04/2024,2250,2425,2365
"Madhya Pradesh",Hoshangabad,Semriharchand,Paddy(Dhan)(Common),"Puspa (MR 301)",FAQ,14/04/2024,3700,3700,3700
"Madhya Pradesh",Indore,Indore(F&V),Soyabean,Soyabeen,FAQ,14/04/2024,4100,4100,4100
"Madhya Pradesh",Jabalpur,Jabalpur,Wheat,"Mill Quality",FAQ,14/04/2024,2140,2150,2305
"Madhya Pradesh",Jabalpur,"Shahpura Bhitoni (F&V)",Paddy(Dhan)(Common),Paddy,FAQ,14/04/2024,2030,2060,2060
"Madhya Pradesh",Khandwa,Khandwa,Onion,Local,FAQ,14/04/2024,600,800,800
"Madhya Pradesh",Khargone,Karhi,Maize,Yellow,FAQ,14/04/2024,1650,1700,2080
"Madhya Pradesh",Khargone,Khargone,Soyabean,Soyabeen,FAQ,14/04/2024,4100,4575,4320
"Madhya Pradesh",Mandla,Mandla,Paddy(Dhan)(Common),Paddy,FAQ,14/04/2024,2150,2150,2150
"Madhya Pradesh",Mandsaur,Daloda,Garlic,Garlic,FAQ,14/04/2024,7000,7000,7000
"Madhya Pradesh",Narsinghpur,Gadarwada,Wheat,Local,FAQ,14/04/2024,2200,2230,2230
"Madhya Pradesh",Raisen,Obedullaganj,Wheat,Local,FAQ,14/04/2024,2250,2250,2250
"Madhya Pradesh",Raisen,Raisen,Paddy(Dhan)(Common),"Puspa (MR 301)",FAQ,14/04/2024,3550,3550,3550
"Madhya Pradesh",Ratlam,Jaora,Garlic,Garlic,FAQ,14/04/2024,5500,8700,8700
"Madhya Pradesh",Rewa,Rewa,"Lentil (Masur)(Whole)","Masur Dal",FAQ,14/04/2024,5450,5450,5450
"Madhya Pradesh",Sagar,Banda,Wheat,Local,FAQ,14/04/2024,2230,2250,2235
"Madhya Pradesh",Sagar,Deori,Garlic,Average,FAQ,14/04/2024,5500,6500,6500
"Madhya Pradesh",Sagar,Rehli,Wheat,Local,FAQ,14/04/2024,2135,2210,2210
"Madhya Pradesh",Sagar,Shahagarh,Soyabean,Yellow,FAQ,14/04/2024,4200,4200,4200
"Madhya Pradesh",Sagar,Shahagarh,Wheat,"Mill Quality",FAQ,14/04/2024,2175,2269,2230
"Madhya Pradesh",Satna,Mehar,Mustard,Mustard,FAQ,14/04/2024,4440,4500,4500
"Madhya Pradesh",Satna,Mehar,Wheat,Local,FAQ,14/04/2024,2100,2205,2100
"Madhya Pradesh",Satna,Nagod,Wheat,"Mill Quality",FAQ,14/04/2024,2220,2240,2240
"Madhya Pradesh",Sehore,Jawar,Wheat,"Mill Quality",FAQ,14/04/2024,2260,2260,2260
"Madhya Pradesh",Seoni,Chhpara,Wheat,Local,FAQ,14/04/2024,2100,2260,2100
"Madhya Pradesh",Seoni,Chhpara,Wheat,"Mill Quality",FAQ,14/04/2024,2250,2275,2100
"Madhya Pradesh",Shajapur,Soyatkalan,Coriander(Leaves),Coriander,FAQ,14/04/2024,5000,5360,5360
"Madhya Pradesh",Shehdol,Shahdol,Wheat,"Mill Quality",FAQ,14/04/2024,2300,2300,2300
"Madhya Pradesh",Tikamgarh,Prithvipur,Wheat,"Mill Quality",FAQ,14/04/2024,2195,2200,2200
"Madhya Pradesh",Umariya,Umariya,Paddy(Dhan)(Common),Paddy,FAQ,14/04/2024,1800,1800,1800
"Madhya Pradesh",Vidisha,Vidisha,Wheat,Sharbati,FAQ,14/04/2024,2500,2500,2500
Maharashtra,Ahmednagar,Rahata,"Bitter gourd",Other,FAQ,14/04/2024,3000,3500,3200
Maharashtra,Ahmednagar,Rahata,Cauliflower,Other,FAQ,14/04/2024,500,1500,1000
Maharashtra,Ahmednagar,Rahata,Guar,Other,FAQ,14/04/2024,3000,5000,4000
Maharashtra,Ahmednagar,Rahata,Raddish,Other,FAQ,14/04/2024,10,10,10
Maharashtra,Aurangabad,Paithan,Jowar(Sorghum),Red,FAQ,14/04/2024,1800,2500,1960
Maharashtra,Aurangabad,Sillod,Maize,Yellow,FAQ,14/04/2024,2050,2100,2100
Maharashtra,Aurangabad,Sillod,Sunflower,Other,FAQ,14/04/2024,4000,4000,4000
Maharashtra,Kolhapur,Kolhapur,Coriander(Leaves),Other,FAQ,14/04/2024,2500,5000,4500
Maharashtra,Pune,Pune,Apple,Other,FAQ,14/04/2024,3000,13000,8000
Maharashtra,Pune,Pune,Beans,Other,FAQ,14/04/2024,2000,6000,4000
Maharashtra,Pune,Pune,Cauliflower,Other,FAQ,14/04/2024,500,1200,850
Maharashtra,Pune,Pune,Chikoos(Sapota),Other,FAQ,14/04/2024,1500,3500,2500
Maharashtra,Pune,Pune,"Mango (Raw-Ripe)",Other,FAQ,14/04/2024,1500,4000,2750
Maharashtra,Pune,Pune,Onion,Local,FAQ,14/04/2024,500,1500,1000
Maharashtra,Pune,Pune,"Onion Green",Other,FAQ,14/04/2024,5,15,10
Maharashtra,Pune,Pune,Pumpkin,Other,FAQ,14/04/2024,1000,2500,1750
Maharashtra,Pune,Pune,"Sweet Potato",Other,FAQ,14/04/2024,1000,3000,2000
Maharashtra,Pune,Pune(Khadiki),"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,2000,2800,2400
Maharashtra,Pune,Pune(Khadiki),"Green Chilli",Other,FAQ,14/04/2024,3200,3200,3200
Maharashtra,Pune,Pune(Manjri),Coriander(Leaves),Other,FAQ,14/04/2024,4,10,7
Maharashtra,Pune,Pune(Moshi),Beetroot,Other,FAQ,14/04/2024,2000,2000,2000
Maharashtra,Pune,Pune(Moshi),"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,3000,4000,3500
Maharashtra,Pune,Pune(Moshi),Cauliflower,Other,FAQ,14/04/2024,1000,1500,1250
Maharashtra,Pune,Pune(Moshi),Onion,Local,FAQ,14/04/2024,200,1400,800
Maharashtra,Pune,Pune(Moshi),Orange,Other,FAQ,14/04/2024,4000,6000,5000
Maharashtra,Pune,Pune(Moshi),Papaya,Other,FAQ,14/04/2024,1000,1500,1250
Maharashtra,Pune,Pune(Moshi),"Pointed gourd (Parval)",Other,FAQ,14/04/2024,4000,4000,4000
Maharashtra,Pune,Pune(Moshi),Pomegranate,Other,FAQ,14/04/2024,6000,10000,8000
Maharashtra,Pune,Pune(Pimpri),"Bottle gourd",Other,FAQ,14/04/2024,1200,2500,1850
Maharashtra,Pune,Pune(Pimpri),Brinjal,Other,FAQ,14/04/2024,1500,2500,2000
Maharashtra,Pune,Pune(Pimpri),Coriander(Leaves),Other,FAQ,14/04/2024,6,10,8
Maharashtra,Pune,Pune(Pimpri),Raddish,Other,FAQ,14/04/2024,7,9,8
Maharashtra,Sholapur,"Mangal Wedha",Brinjal,Other,FAQ,14/04/2024,300,3400,1700
Maharashtra,Sholapur,"Mangal Wedha",Ridgeguard(Tori),Other,FAQ,14/04/2024,1500,4600,3500
Odisha,Balasore,Jaleswar,Brinjal,Other,FAQ,14/04/2024,2800,3200,3000
Odisha,Balasore,Jaleswar,Garlic,Other,FAQ,14/04/2024,17800,18200,18000
Odisha,Balasore,Jaleswar,Pumpkin,Other,FAQ,14/04/2024,800,1200,1000
Odisha,Keonjhar,Anandapur,Pumpkin,Pumpkin,FAQ,14/04/2024,900,1000,950
Odisha,Nuapada,Khariar,"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,2000,3000,3000
Odisha,Nuapada,Khariar,Brinjal,Brinjal,FAQ,14/04/2024,3000,4000,4000
Odisha,Nuapada,Khariar,"Green Chilli","Green Chilly",FAQ,14/04/2024,7000,8000,7000
Odisha,Nuapada,Khariar,"Little gourd (Kundru)","Little gourd (Kundru)",FAQ,14/04/2024,4000,4500,4000
Odisha,Nuapada,"Khariar Road","Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,3000,3500,3000
Odisha,Nuapada,"Khariar Road","Little gourd (Kundru)","Little gourd (Kundru)",FAQ,14/04/2024,3000,4000,4000
Odisha,Nuapada,"Khariar Road",Pumpkin,Pumpkin,FAQ,14/04/2024,2000,2500,2500
Punjab,Bhatinda,"Bhagta Bhai Ka",Brinjal,Other,FAQ,14/04/2024,2100,2100,2100
Punjab,Bhatinda,"Bhagta Bhai Ka",Grapes,Other,Medium,14/04/2024,6200,6200,6200
Punjab,Bhatinda,"Rampuraphul(Nabha Mandi)",Apple,Other,Medium,14/04/2024,6000,12000,8000
Punjab,Bhatinda,"Rampuraphul(Nabha Mandi)",Onion,Other,FAQ,14/04/2024,1000,1500,1200
Punjab,Gurdaspur,"Dera Baba Nanak",Spinach,Other,FAQ,14/04/2024,1400,1600,1500
Punjab,Gurdaspur,Dinanagar,Apple,Apple,Medium,14/04/2024,8000,10000,10000
Punjab,Gurdaspur,Dinanagar,Carrot,Other,FAQ,14/04/2024,1000,1200,1200
Punjab,Gurdaspur,Dinanagar,"Green Chilli","Green Chilly",FAQ,14/04/2024,3000,3500,3500
Punjab,Gurdaspur,Dinanagar,Papaya,Papaya,Medium,14/04/2024,3500,4000,4000
Karnataka,"Karwar(Uttar Kannad)",Haliyala,Maize,Hybrid/Local,FAQ,14/04/2024,2200,2200,2200
Kerala,Alappuzha,Kayamkulam,Amaranthus,Other,FAQ,14/04/2024,2400,2600,2500
Kerala,Alappuzha,Kayamkulam,Cauliflower,Other,FAQ,14/04/2024,3800,4000,3900
Kerala,Alappuzha,Kayamkulam,Cowpea(Veg),Other,FAQ,14/04/2024,2900,3100,3000
Kerala,Alappuzha,Kayamkulam,"French Beans (Frasbean)",Other,FAQ,14/04/2024,10900,11100,11000
Kerala,Alappuzha,Mannar,Ashgourd,Other,FAQ,14/04/2024,2500,2700,2600
Kerala,Kollam,Anchal,Amaranthus,Other,FAQ,14/04/2024,5500,5700,5600
Kerala,Kollam,Anchal,Banana,Palayamthodan,Medium,14/04/2024,3600,3800,3700
Kerala,Kollam,Anchal,"Bottle gourd",Other,FAQ,14/04/2024,3600,3800,3700
Kerala,Kollam,Anchal,Carrot,Carrot,FAQ,14/04/2024,8600,8800,8700
Kerala,Kollam,Anchal,Cucumbar(Kheera),Other,FAQ,14/04/2024,3600,3800,3700
Kerala,Kollam,Anchal,Drumstick,Other,FAQ,14/04/2024,8400,8600,8500
Kerala,Kollam,Anchal,Tomato,Hybrid,FAQ,14/04/2024,4500,4700,4600
Kerala,Kollam,Chathanoor,Amphophalus,Other,FAQ,14/04/2024,5800,6200,6000
Kerala,Kollam,Chathanoor,"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,3800,4200,4000
Kerala,Kollam,Nedumpana,Banana,"Nendra Bale",Medium,14/04/2024,7000,7400,7200
Kerala,Kollam,Nedumpana,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,6000,6400,6200
Kerala,Kottayam,Pala,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,3800,5600,4200
Kerala,Kottayam,Pala,Cowpea(Veg),"Cowpea (Veg)",FAQ,14/04/2024,4000,6000,5000
Kerala,Kottayam,Pala,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,4500,5000,4700
Kerala,Kottayam,Pala,"Little gourd (Kundru)",Other,FAQ,14/04/2024,2500,3600,3000
Kerala,Kottayam,Thottuva,Ginger(Green),"Green Ginger",FAQ,14/04/2024,100,120,115
Kerala,Thiruvananthapuram,Chenkal,Banana,Palayamthodan,Large,14/04/2024,1400,1700,1500
Kerala,Thiruvananthapuram,Parassala,Banana,Palayamthodan,Medium,14/04/2024,2000,2200,2000
Kerala,Thiruvananthapuram,Parassala,"Green Chilli","Green Chilly",FAQ,14/04/2024,4000,4200,4000
Kerala,Thiruvananthapuram,Parassala,Pineapple,"Pine Apple",Medium,14/04/2024,4000,4200,4000
Kerala,Thiruvananthapuram,Parassala,Tapioca,Tapioca,FAQ,14/04/2024,2500,2800,2500
Kerala,Thiruvananthapuram,Parassala,Tomato,Tomato,FAQ,14/04/2024,4000,4500,4000
Kerala,Thiruvananthapuram,Vengannore,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,1000,1500,1400
"Madhya Pradesh",Alirajpur,Alirajpur,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,14/04/2024,8700,9200,9200
"Madhya Pradesh",Alirajpur,Jobat,Soyabean,Soyabeen,FAQ,14/04/2024,4300,4400,4300
"Madhya Pradesh",Ashoknagar,Chanderi,Mustard,Mustard,FAQ,14/04/2024,4500,4510,4500
"Madhya Pradesh",Badwani,Sendhwa,Maize,"Deshi Red",FAQ,14/04/2024,2070,2105,1850
"Madhya Pradesh",Balaghat,Balaghat,Paddy(Dhan)(Common),Common,FAQ,14/04/2024,1800,1800,1800
"Madhya Pradesh",Balaghat,Mohgaon,Wheat,Local,FAQ,14/04/2024,2250,2250,2250
"Madhya Pradesh",Bhind,Gohad,Wheat,"Mill Quality",FAQ,14/04/2024,2345,2400,2400
"Madhya Pradesh",Bhopal,Bhopal,Paddy(Dhan)(Common),Paddy,FAQ,14/04/2024,3575,3575,3575
"Madhya Pradesh",Chhatarpur,Chhatarpur,Groundnut,"Big (With Shell)",FAQ,14/04/2024,4800,4900,4800
Haryana,Mewat,Punhana,Potato,Other,FAQ,14/04/2024,1500,1500,1500
Haryana,Mewat,Taura,Orange,Other,Medium,14/04/2024,5000,5000,5000
Haryana,Mewat,Taura,Potato,Potato,FAQ,14/04/2024,1700,1700,1700
Haryana,Panipat,Madlauda,Potato,Other,FAQ,14/04/2024,1000,1000,1000
Haryana,Panipat,Madlauda,Tomato,Other,FAQ,14/04/2024,1400,1400,1400
Haryana,Sirsa,kalanwali,Banana,Other,Medium,14/04/2024,1800,2000,2000
Haryana,Sirsa,Rania,Cauliflower,"African Sarson",FAQ,14/04/2024,1400,1600,1550
Haryana,Sirsa,Rania,Cucumbar(Kheera),Other,FAQ,14/04/2024,1660,1800,1750
Haryana,Sirsa,Rania,Onion,Other,FAQ,14/04/2024,1000,1200,1100
Haryana,Sirsa,Rania,Potato,Other,FAQ,14/04/2024,1440,1600,1550
Haryana,Sirsa,Sirsa,Potato,Other,FAQ,14/04/2024,800,1600,1200
Haryana,Sirsa,Sirsa,Tomato,Other,FAQ,14/04/2024,1400,2000,1750
Haryana,Sonipat,Ganaur,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,5000,6000,5500
Haryana,Sonipat,Ganaur,"Bitter gourd","Bitter Gourd",FAQ,14/04/2024,3000,4000,3500
Haryana,Sonipat,Ganaur,Onion,Onion,FAQ,14/04/2024,2000,2500,2200
Haryana,Sonipat,Ganaur,"Peas Wet","Peas Wet",FAQ,14/04/2024,4000,5000,4500
Haryana,Sonipat,Gohana,"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,4000,5000,4500
Haryana,Sonipat,Sonepat(Kharkhoda),Apple,Other,Medium,14/04/2024,8000,12000,11000
Haryana,Sonipat,Sonepat(Kharkhoda),Potato,Other,FAQ,14/04/2024,800,1400,1100
Haryana,"Yamuna Nagar",Mustafabad,Carrot,Other,FAQ,14/04/2024,1200,1400,1400
Haryana,"Yamuna Nagar",Mustafabad,Pumpkin,Other,FAQ,14/04/2024,1800,1900,1800
"Himachal Pradesh",Bilaspur,Bilaspur,Cabbage,Cabbage,FAQ,14/04/2024,1200,1600,1500
"Himachal Pradesh",Kullu,Bhuntar,Capsicum,Other,FAQ,14/04/2024,3000,3500,3300
"Himachal Pradesh",Kullu,Bhuntar,Garlic,Other,FAQ,14/04/2024,11000,13000,12000
"Himachal Pradesh",Kullu,Bhuntar,Ginger(Dry),Other,FAQ,14/04/2024,14500,15000,14800
"Himachal Pradesh",Kullu,Bhuntar,Kinnow,Other,Medium,14/04/2024,4000,4500,4300
"Himachal Pradesh",Kullu,Bhuntar,"Peas Wet",Other,FAQ,14/04/2024,4000,4500,4300
"Himachal Pradesh",Kullu,Bhuntar,Spinach,Other,FAQ,14/04/2024,500,600,550
"Himachal Pradesh",Kullu,Bhuntar,"Squash(Chappal Kadoo)",Other,FAQ,14/04/2024,2000,2500,2300
"Himachal Pradesh",Kullu,Bhuntar,Tomato,Other,FAQ,14/04/2024,2500,3000,2800
"Himachal Pradesh",Mandi,Mandi(Takoli),Onion,Other,FAQ,14/04/2024,2500,2800,2800
"Himachal Pradesh",Mandi,Mandi(Takoli),"Peas Wet",Other,FAQ,14/04/2024,2000,4200,3000
"Himachal Pradesh",Mandi,Mandi(Takoli),Potato,Other,FAQ,14/04/2024,1000,1500,1500
"Himachal Pradesh",Mandi,Mandi(Takoli),Tomato,Other,FAQ,14/04/2024,2000,2500,2500
Karnataka,Bangalore,Ramanagara,Carrot,Carrot,FAQ,14/04/2024,3000,4000,3500
Karnataka,Bangalore,Ramanagara,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,14/04/2024,2400,3500,3000
Karnataka,Belgaum,Ramdurga,Bull,Bull,FAQ,14/04/2024,30000,35000,32000
Gujarat,Amreli,Damnagar,Ginger(Green),"Green Ginger",FAQ,14/04/2024,9950,11500,10000
Haryana,Ambala,Mullana,Mustard,Sarson(Black),FAQ,14/04/2024,5650,5650,5650
Haryana,Faridabad,Faridabad,Carrot,Other,FAQ,14/04/2024,1000,1400,1200
Haryana,Faridabad,Faridabad,Chikoos(Sapota),Other,Large,14/04/2024,1800,2000,1900
Haryana,Faridabad,Faridabad,Grapes,Other,Large,14/04/2024,3000,5000,4000
Haryana,Faridabad,Faridabad,Mango,Other,Large,14/04/2024,3000,8000,5500
Haryana,Faridabad,Faridabad,Tinda,Other,FAQ,14/04/2024,3000,4000,3500
Haryana,Hissar,Barwala(Hisar),Banana,Other,Medium,14/04/2024,1700,1800,1750
Haryana,Hissar,Barwala(Hisar),Ber(Zizyphus/Borehannu),Other,Medium,14/04/2024,1500,2000,1800
Haryana,Hissar,Barwala(Hisar),Carrot,Other,FAQ,14/04/2024,1400,1500,1500
Haryana,Hissar,Barwala(Hisar),Raddish,Other,FAQ,14/04/2024,500,1000,800
Haryana,Hissar,Hansi,"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,4000,6000,5000
Haryana,Hissar,Hansi,Chikoos(Sapota),Other,Medium,14/04/2024,2500,3000,2800
Haryana,Hissar,Hansi,Cucumbar(Kheera),Other,FAQ,14/04/2024,1200,1800,1500
Haryana,Hissar,Hansi,Mango,Other,Medium,14/04/2024,4000,7000,6000
Haryana,Hissar,Hissar,Cotton,American,FAQ,14/04/2024,5925,6500,6500
Haryana,Hissar,Uklana,Grapes,Other,Medium,14/04/2024,4000,4000,4000
Haryana,Hissar,Uklana,Pomegranate,Pomogranate,Medium,14/04/2024,6000,6000,6000
Haryana,Jind,Jullana,Wheat,Other,FAQ,14/04/2024,2275,2275,2275
Haryana,Jind,Narwana,Onion,Other,FAQ,14/04/2024,1400,1500,1450
Haryana,Jind,Narwana,Pomegranate,Other,Medium,14/04/2024,8000,8000,8000
Haryana,Kaithal,Cheeka,Potato,Other,FAQ,14/04/2024,1100,1200,1150
Haryana,Kaithal,Siwan,"Bitter gourd",Other,FAQ,14/04/2024,1700,1800,1800
Haryana,Kaithal,Siwan,Tomato,Other,FAQ,14/04/2024,1500,1600,1600
Haryana,Karnal,"New Grain Market(main), Karnal",Banana,Other,Large,14/04/2024,1600,3000,2300
Haryana,Karnal,"New Grain Market(main), Karnal",Cabbage,Other,FAQ,14/04/2024,600,800,700
Haryana,Karnal,"New Grain Market(main), Karnal",Cauliflower,Other,FAQ,14/04/2024,600,900,750
Haryana,Karnal,"New Grain Market(main), Karnal","Peas cod",Other,FAQ,14/04/2024,2000,3500,2750
Haryana,Karnal,Nilokheri,Wheat,Other,FAQ,14/04/2024,2275,2275,2275
Haryana,Kurukshetra,Pehowa,Tomato,Other,FAQ,14/04/2024,1500,1600,1600
Haryana,Mahendragarh-Narnaul,Mohindergarh,Pomegranate,Pomogranate,Medium,14/04/2024,6000,7000,6000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Pumpkin,Pumpkin,FAQ,14/04/2024,500,800,500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Spinach,Spinach,FAQ,14/04/2024,1000,1000,1000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Apple,Apple,Medium,14/04/2024,5000,12000,10000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Cauliflower,Other,FAQ,14/04/2024,600,1000,800
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),"Peas Wet",Other,FAQ,14/04/2024,2000,4000,3500
"Uttar Pradesh",Aligarh,Atrauli,Pumpkin,Pumpkin,FAQ,14/04/2024,500,600,550
"Uttar Pradesh",Allahabad,Ajuha,Onion,Red,FAQ,14/04/2024,1630,1790,1700
"Uttar Pradesh",Auraiya,Dibiapur,"Bottle gourd","Bottle Gourd",FAQ,14/04/2024,800,975,900
"Uttar Pradesh",Auraiya,Dibiapur,Cabbage,Cabbage,FAQ,14/04/2024,1200,1375,1300
