State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Maharashtra,Pune,Pune(Moshi),Cucumbar(Kheera),Other,FAQ,14/04/2024,1000,2000,1500
Maharashtra,Pune,Pune(Moshi),Drumstick,Other,FAQ,14/04/2024,4000,6000,5000
Maharashtra,Pune,Pune(Moshi),Garlic,Other,FAQ,14/04/2024,6000,6000,6000
Maharashtra,Pune,Pune(Moshi),"Green Chilli",Other,FAQ,14/04/2024,4000,6000,5000
Maharashtra,Pune,Pune(Moshi),"Jack Fruit",Other,FAQ,14/04/2024,2500,2500,2500
Maharashtra,Pune,Pune(Moshi),"Mango (Raw-Ripe)",Other,FAQ,14/04/2024,3000,4000,3500
Maharashtra,Pune,Pune(Moshi),Methi(Leaves),Other,FAQ,14/04/2024,8,10,9
Maharashtra,Pune,Pune(Moshi),Mint(Pudina),Other,FAQ,14/04/2024,3,3,3
Maharashtra,Pune,Pune(Moshi),"Peas Wet",Other,FAQ,14/04/2024,5000,6000,5500
Maharashtra,Pune,Pune(Moshi),Potato,Local,FAQ,14/04/2024,1200,2000,1600
Maharashtra,Pune,Pune(Moshi),Raddish,Other,FAQ,14/04/2024,10,10,10
Maharashtra,Pune,Pune(Moshi),Tomato,Local,FAQ,14/04/2024,700,1000,850
Maharashtra,Pune,Pune(Pimpri),Tomato,Local,FAQ,14/04/2024,800,1200,1000
Maharashtra,Sangli,Palus,Drumstick,Other,FAQ,14/04/2024,1000,1500,1200
Maharashtra,Sholapur,"Mangal Wedha","Bitter gourd",Other,FAQ,14/04/2024,2600,2800,2800
Maharashtra,Sholapur,"Mangal Wedha",Coriander(Leaves),Other,FAQ,14/04/2024,6,12,10
Maharashtra,Sholapur,"Mangal Wedha",Cucumbar(Kheera),Other,FAQ,14/04/2024,400,2500,2000
Odisha,Balasore,Jaleswar,Onion,Other,FAQ,14/04/2024,2000,2400,2200
Odisha,Bhadrak,Sahidngar,Tomato,Other,FAQ,14/04/2024,2000,2400,2200
Odisha,Dhenkanal,Hindol,Brinjal,Brinjal,FAQ,14/04/2024,2000,2500,2200
Odisha,Dhenkanal,Hindol,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,4000,4500,4200
Odisha,Jharsuguda,Jharsuguda,Potato,Other,FAQ,14/04/2024,2500,3000,3000
Odisha,Nuapada,Khariar,Cauliflower,Other,FAQ,14/04/2024,5000,5500,5000
Odisha,Nuapada,Khariar,Cucumbar(Kheera),Other,FAQ,14/04/2024,2000,2500,2500
Odisha,Nuapada,"Khariar Road",Cauliflower,Cauliflower,FAQ,14/04/2024,4000,5000,5000
Punjab,Bhatinda,"Bhagta Bhai Ka",Cabbage,Other,FAQ,14/04/2024,1100,1100,1100
Punjab,Bhatinda,"Bhagta Bhai Ka",Cauliflower,Other,FAQ,14/04/2024,700,700,700
Punjab,Bhatinda,"Bhagta Bhai Ka",Tomato,Other,FAQ,14/04/2024,2400,2400,2400
Punjab,Gurdaspur,Dinanagar,Cauliflower,Cauliflower,FAQ,14/04/2024,1400,1500,1500
Punjab,Gurdaspur,Dinanagar,Potato,Potato,FAQ,14/04/2024,1500,1600,1600
Punjab,Gurdaspur,Dinanagar,Tomato,Tomato,FAQ,14/04/2024,2000,2200,2200
Punjab,Gurdaspur,Kalanaur,Cauliflower,Other,FAQ,14/04/2024,800,800,800
Punjab,Hoshiarpur,Mukerian,"Bitter gourd",Other,FAQ,14/04/2024,6500,8500,7500
Punjab,Hoshiarpur,Mukerian,Brinjal,Round,FAQ,14/04/2024,1200,1500,1300
Punjab,Hoshiarpur,Mukerian,Papaya,Papaya,Medium,14/04/2024,2500,4000,3500
Punjab,Jalandhar,"Phillaur(Apra Mandi)",Brinjal,Other,FAQ,14/04/2024,3000,3000,3000
Punjab,Jalandhar,"Phillaur(Apra Mandi)",Cauliflower,Other,FAQ,14/04/2024,800,800,800
Punjab,Jalandhar,"Phillaur(Apra Mandi)",Onion,Other,FAQ,14/04/2024,2500,2500,2500
Punjab,Jalandhar,Shahkot,Coriander(Leaves),Local,FAQ,14/04/2024,300,500,400
Punjab,kapurthala,Bhulath,Cabbage,Cabbage,FAQ,14/04/2024,800,1000,800
Punjab,kapurthala,Bhulath,Capsicum,Capsicum,FAQ,14/04/2024,1800,2000,1800
Punjab,kapurthala,Bhulath,"Long Melon(Kakri)","Long Melon (Kakri)",FAQ,14/04/2024,2300,2500,2300
Punjab,Mansa,Boha,Wheat,Other,FAQ,14/04/2024,2275,2275,2275
Punjab,Mansa,Mansa,"Bottle gourd","Bottle Gourd",FAQ,14/04/2024,2000,2600,2400
Punjab,Mansa,Mansa,Coriander(Leaves),Coriander,FAQ,14/04/2024,3500,4500,4000
Punjab,Mansa,Mansa,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,1000,2800,1400
Punjab,Mansa,Mansa,"Karbuja(Musk Melon)",Karbhuja,Medium,14/04/2024,2000,3200,2800
Punjab,Mansa,Mansa,Mango,Other,Medium,14/04/2024,8000,12000,11000
Punjab,Mansa,Mansa,Pineapple,"Pine Apple",Medium,14/04/2024,5000,7000,6000
Punjab,Mansa,Mansa,Pomegranate,Pomogranate,Medium,14/04/2024,8000,13000,11000
Punjab,Mohali,"Dera Bassi","Bottle gourd","Bottle Gourd",FAQ,14/04/2024,1500,1800,1800
Punjab,Mohali,"Dera Bassi","Green Chilli",Other,FAQ,14/04/2024,3000,3500,3500
Punjab,Nawanshahr,Banga,"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,6422,7000,6486
Punjab,Nawanshahr,Banga,Cauliflower,Cauliflower,FAQ,14/04/2024,700,900,800
Punjab,Nawanshahr,Banga,Ginger(Green),"Green Ginger",FAQ,14/04/2024,10216,14000,12000
Punjab,Nawanshahr,Banga,Grapes,Other,Medium,14/04/2024,4450,6880,5000
Punjab,Nawanshahr,Banga,Pumpkin,Other,FAQ,14/04/2024,1391,1400,1395
Punjab,Sangrur,Ahmedgarh,Banana,Other,Medium,14/04/2024,2800,3000,3000
Punjab,Sangrur,Malerkotla,"Long Melon(Kakri)","Long Melon (Kakri)",FAQ,14/04/2024,1500,2000,1800
Punjab,Sangrur,Malerkotla,Onion,Other,FAQ,14/04/2024,1300,2200,1800
Punjab,Sangrur,Malerkotla,Pomegranate,Other,Large,14/04/2024,7000,8000,7000
Punjab,Sangrur,Malerkotla,Spinach,Other,FAQ,14/04/2024,800,1000,800
Punjab,Tarntaran,"Naushera Pannuan",Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,1300,1500,1400
Punjab,Tarntaran,Patti,Banana,Other,Medium,14/04/2024,3500,4000,3800
Punjab,Tarntaran,Patti,Brinjal,Other,FAQ,14/04/2024,800,1000,900
Punjab,Tarntaran,Patti,Cabbage,Other,FAQ,14/04/2024,800,1000,900
Punjab,Tarntaran,Patti,Grapes,Other,Medium,14/04/2024,4400,5000,4800
Punjab,Tarntaran,Patti,"Peas Wet",Other,FAQ,14/04/2024,2500,3000,2800
Rajasthan,Tonk,Malpura,"Barley (Jau)",Other,FAQ,14/04/2024,1740,1860,1800
Rajasthan,Tonk,Malpura,"Bengal Gram(Gram)(Whole)",Other,FAQ,14/04/2024,5700,5925,5850
Rajasthan,Tonk,Malpura,"Green Gram (Moong)(Whole)",Other,FAQ,14/04/2024,7300,7700,7600
Rajasthan,Tonk,Malpura,Wheat,Other,FAQ,14/04/2024,2150,2566,2300
"Tamil Nadu",Coimbatore,Madathukulam,Paddy(Dhan)(Common),Other,FAQ,14/04/2024,2200,2300,2270
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan)(Common),1001,FAQ,14/04/2024,2183,2183,2183
Telangana,Khammam,Kothagudem,Cotton,"Cotton (Unginned)",FAQ,14/04/2024,6700,6700,6700
Telangana,Mahbubnagar,Kalwakurthy,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,1500,2000,1750
Telangana,Mahbubnagar,Kalwakurthy,Brinjal,Brinjal,FAQ,14/04/2024,800,1600,1200
Telangana,Nalgonda,Kodad,Paddy(Dhan)(Common),"B P T",FAQ,14/04/2024,2203,2203,2203
Telangana,"Ranga Reddy",Chevella,Brinjal,Other,FAQ,14/04/2024,4000,4000,4000
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Onion,"1st Sort",FAQ,14/04/2024,2200,2200,2200
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Tomato,Deshi,FAQ,14/04/2024,1500,1500,1500
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)","Yam (Ratalu)",Other,FAQ,14/04/2024,6500,6500,6500
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Carrot,Carrot,FAQ,14/04/2024,2800,2800,2800
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Field Pea","Field Pea",FAQ,14/04/2024,5000,5000,5000
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Yam (Ratalu)",Other,FAQ,14/04/2024,6500,6500,6500
Telangana,"Ranga Reddy","Ramakrisnapuram,RBZ",Carrot,Carrot,FAQ,14/04/2024,2800,2800,2800
Telangana,"Ranga Reddy","Ramakrisnapuram,RBZ","Cluster beans","Cluster Beans",FAQ,14/04/2024,2800,2800,2800
Telangana,"Ranga Reddy","Ramakrisnapuram,RBZ","Green Chilli","Green Chilly",FAQ,14/04/2024,5000,5000,5000
Telangana,"Ranga Reddy","Ramakrisnapuram,RBZ","Leafy Vegetable","Leafy Vegetables",FAQ,14/04/2024,1600,1600,1600
Telangana,Warangal,"Hanmarkonda(Rythu Bazar)","Bitter gourd","Bitter Gourd",FAQ,14/04/2024,4000,4800,4400
Telangana,Warangal,"Hanmarkonda(Rythu Bazar)","Green Chilli","Green Chilly",FAQ,14/04/2024,4000,4800,4400
Telangana,Warangal,"Hanmarkonda(Rythu Bazar)","Leafy Vegetable","Leafy Vegetables",FAQ,14/04/2024,2400,2800,2600
Telangana,Warangal,"Hanmarkonda(Rythu Bazar)",Ridgeguard(Tori),Other,FAQ,14/04/2024,3600,4400,4000
Telangana,Warangal,Warangal,"Cluster beans","Cluster Beans",FAQ,14/04/2024,1600,2000,1800
Telangana,Warangal,Warangal,Colacasia,Colacasia,FAQ,14/04/2024,3600,4000,3800
Telangana,Warangal,Warangal,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,1000,1200,1100
Telangana,Warangal,Warangal,Tomato,Tomato,FAQ,14/04/2024,1000,1200,1100
Tripura,Dhalai,Chowmanu,Brinjal,Round/Long,FAQ,14/04/2024,1500,2000,1750
Tripura,Dhalai,Chowmanu,Potato,Jyoti,FAQ,14/04/2024,2300,2500,2400
Tripura,Dhalai,Gandacharra,Cabbage,Cabbage,FAQ,14/04/2024,800,1000,900
Tripura,Dhalai,Gandacharra,Rice,Masuri,FAQ,14/04/2024,3400,3800,3700
Tripura,Dhalai,Kulai,"Papaya (Raw)",Other,FAQ,14/04/2024,2500,3000,2600
Tripura,Dhalai,Masli,"Bitter gourd","Bitter Gourd",FAQ,14/04/2024,6000,8000,7000
Tripura,Dhalai,Masli,"Sweet Pumpkin","Sweet Pumpkin",FAQ,14/04/2024,1500,2000,1700
Tripura,"North Tripura",Dasda,"Masur Dal","Masur Dal",FAQ,14/04/2024,10000,12000,11000
Tripura,"West District",Kamalghat,Brinjal,Round/Long,FAQ,14/04/2024,2500,3000,2700
Tripura,"West District",Mohanpur,Potato,Jalander,FAQ,14/04/2024,2500,3000,2700
"Uttar Pradesh",Agra,Achnera,Cauliflower,Cauliflower,FAQ,14/04/2024,1590,1670,1630
"Uttar Pradesh",Agra,Achnera,"Green Chilli","Green Chilly",FAQ,14/04/2024,3400,3500,3450
"Uttar Pradesh",Agra,Khairagarh,Grapes,Green,Medium,14/04/2024,4000,4100,4050
"Uttar Pradesh",Agra,Khairagarh,Mustard,Sarson(Black),FAQ,14/04/2024,4800,5000,4900
"Uttar Pradesh",Aligarh,Atrauli,"Bottle gourd","Bottle Gourd",FAQ,14/04/2024,1200,1300,1250
"Uttar Pradesh",Aligarh,Atrauli,Wheat,Dara,FAQ,14/04/2024,2200,2400,2300
"Uttar Pradesh",Badaun,Babrala,Potato,Other,FAQ,14/04/2024,880,900,885
"Uttar Pradesh",Baghpat,Baraut,Apple,"Kasmir/Shimla - II",Medium,14/04/2024,7000,7100,7050
"Uttar Pradesh",Bahraich,Risia,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,1690,1710,1700
"Uttar Pradesh",Bahraich,Risia,Potato,Desi,FAQ,14/04/2024,1620,1638,1630
"Uttar Pradesh",Balrampur,Tulsipur,Apple,"Kasmir/Shimla - II",Medium,14/04/2024,7100,7150,7130
"Uttar Pradesh",Balrampur,Tulsipur,"Bottle gourd","Bottle Gourd",FAQ,14/04/2024,1620,1680,1650
"Uttar Pradesh",Balrampur,Tulsipur,"Lentil (Masur)(Whole)","Masoor Gola",FAQ,14/04/2024,7100,7150,7130
"Uttar Pradesh",Barabanki,Rudauli,Onion,Red,FAQ,14/04/2024,1680,1760,1720
"Uttar Pradesh",Bareilly,Bahedi,Lemon,Lemon,FAQ,14/04/2024,1835,1870,1850
"Uttar Pradesh",Bareilly,Bahedi,Onion,Red,FAQ,14/04/2024,1420,1480,1445
"Uttar Pradesh",Bareilly,Bahedi,Paddy(Dhan)(Common),Common,FAQ,14/04/2024,2185,2245,2210
"Uttar Pradesh",Bijnor,Bijnaur,Tomato,Hybrid,FAQ,14/04/2024,1800,1950,1840
"Uttar Pradesh",Bijnor,Haldaur,Gur(Jaggery),Pathari,FAQ,14/04/2024,3200,3400,3300
"Uttar Pradesh",Bulandshahar,Gulavati,"Bottle gourd","Bottle Gourd",FAQ,14/04/2024,1000,1200,1100
"Uttar Pradesh",Bulandshahar,Gulavati,Brinjal,Other,FAQ,14/04/2024,700,900,800
"Uttar Pradesh",Bulandshahar,Gulavati,Potato,Desi,FAQ,14/04/2024,1000,1200,1100
"Uttar Pradesh",Bulandshahar,Jahangirabad,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,14/04/2024,13445,13685,13565
"Uttar Pradesh",Bulandshahar,Jahangirabad,"Bengal Gram Dal (Chana Dal)","Bengal Gram Dal",FAQ,14/04/2024,7100,7340,7220
"Uttar Pradesh",Bulandshahar,Jahangirabad,Cauliflower,Cauliflower,FAQ,14/04/2024,1668,1872,1770
"Uttar Pradesh",Bulandshahar,Jahangirabad,Gur(Jaggery),Yellow,FAQ,14/04/2024,3800,4000,3905
"Uttar Pradesh",Bulandshahar,Jahangirabad,Papaya,Papaya,Medium,14/04/2024,2418,2624,2520
"Uttar Pradesh",Bulandshahar,Jahangirabad,Potato,Desi,FAQ,14/04/2024,1510,1700,1605
"Uttar Pradesh",Bulandshahar,Jahangirabad,Pumpkin,Pumpkin,FAQ,14/04/2024,1240,1450,1345
"Uttar Pradesh",Bulandshahar,Jahangirabad,Spinach,Spinach,FAQ,14/04/2024,1020,1220,1115
"Uttar Pradesh",Bulandshahar,Jahangirabad,Wheat,Dara,FAQ,14/04/2024,2275,2290,2290
"Uttar Pradesh",Etah,Aliganj,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,14/04/2024,2150,2165,2150
"Uttar Pradesh",Fatehpur,Bindki,Potato,Potato,FAQ,14/04/2024,1500,1600,1550
"Uttar Pradesh",Fatehpur,Fatehpur,Onion,Red,FAQ,14/04/2024,1600,1800,1725
"Uttar Pradesh",Fatehpur,Jahanabad,Potato,F.A.Q.,FAQ,14/04/2024,520,540,530
"Uttar Pradesh",Firozabad,Firozabad,Apple,Delicious,Medium,14/04/2024,7850,8170,7975
"Uttar Pradesh",Firozabad,Firozabad,"Bottle gourd","Bottle Gourd",FAQ,14/04/2024,1225,1400,1315
"Uttar Pradesh",Firozabad,Firozabad,Lemon,Lemon,FAQ,14/04/2024,5825,6100,5940
"Uttar Pradesh",Firozabad,Firozabad,Potato,Potato,FAQ,14/04/2024,1405,1680,1565
"Uttar Pradesh",Firozabad,Sirsaganj,"Green Chilli","Green Chilly",FAQ,14/04/2024,1000,1200,1100
"Uttar Pradesh",Firozabad,Sirsaganj,Lemon,Lemon,FAQ,14/04/2024,2400,2600,2500
"Uttar Pradesh",Ghaziabad,Ghaziabad,"Bitter gourd","Bitter Gourd",FAQ,14/04/2024,2950,3050,3000
"Uttar Pradesh",Ghaziabad,Ghaziabad,Brinjal,Round/Long,FAQ,14/04/2024,1450,1550,1500
"Uttar Pradesh",Ghaziabad,Ghaziabad,Grapes,Green,Medium,14/04/2024,5450,5550,5500
"Uttar Pradesh",Ghaziabad,Ghaziabad,Gur(Jaggery),Yellow,FAQ,14/04/2024,3950,4050,4000
"Uttar Pradesh",Ghaziabad,Ghaziabad,"Mustard Oil","Mustard Oil",FAQ,14/04/2024,12150,12250,12200
"Uttar Pradesh",Ghaziabad,Noida,Cabbage,Cabbage,FAQ,14/04/2024,1285,1400,1330
"Uttar Pradesh",Ghaziabad,Noida,"Green Chilli","Green Chilly",FAQ,14/04/2024,3380,4050,3650
"Uttar Pradesh",Ghaziabad,Noida,"Karbuja(Musk Melon)",Karbhuja,Medium,14/04/2024,2450,2665,2580
"Uttar Pradesh",Ghaziabad,Noida,Papaya,Papaya,Medium,14/04/2024,2370,2515,2450
"Uttar Pradesh",Ghaziabad,Noida,"Peas Wet","Peas Wet",FAQ,14/04/2024,2910,3235,3000
"Uttar Pradesh",Hamirpur,Maudaha,"Bottle gourd","Bottle Gourd",FAQ,14/04/2024,1400,1500,1450
"Uttar Pradesh",Hamirpur,Maudaha,Brinjal,Brinjal,FAQ,14/04/2024,1700,1800,1750
"Uttar Pradesh",Hamirpur,Maudaha,Wheat,Dara,FAQ,14/04/2024,2275,2350,2300
"Uttar Pradesh",Hamirpur,Maudaha,"White Peas","White Peas",FAQ,14/04/2024,3900,4000,3950
"Uttar Pradesh",Hathras,Shadabad,Tomato,Deshi,FAQ,14/04/2024,1400,1500,1450
"Uttar Pradesh","Jalaun (Orai)",Jalaun,Onion,Red,FAQ,14/04/2024,1500,1800,1650
"Uttar Pradesh","Jyotiba Phule Nagar",Hasanpur,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,1810,2000,1850
"Uttar Pradesh","Jyotiba Phule Nagar",Hasanpur,Guava,Guava,Medium,14/04/2024,1810,2000,1850
"Uttar Pradesh","Jyotiba Phule Nagar",Hasanpur,Lemon,Lemon,FAQ,14/04/2024,1810,2000,1850
"Uttar Pradesh","Jyotiba Phule Nagar",Hasanpur,Ridgeguard(Tori),Other,FAQ,14/04/2024,1810,2000,1850
"Uttar Pradesh",Kaushambi,Bharwari,Potato,Desi,FAQ,14/04/2024,1480,1625,1550
"Uttar Pradesh",Lalitpur,Lalitpur,Potato,Local,FAQ,14/04/2024,1700,1800,1780
"Uttar Pradesh",Mahoba,Charkhari,Wheat,"147 Average",FAQ,14/04/2024,2300,2350,2350
"Uttar Pradesh",Muradabad,Sambhal,Apple,Delicious,Medium,14/04/2024,8500,9350,9000
"Uttar Pradesh",Muzaffarnagar,Muzzafarnagar,Apple,"Kasmir/Shimla - II",Medium,14/04/2024,7500,7750,7650
"Uttar Pradesh",Muzaffarnagar,Muzzafarnagar,Brinjal,Round/Long,FAQ,14/04/2024,1200,1350,1250
"Uttar Pradesh",Muzaffarnagar,Muzzafarnagar,Garlic,Garlic,FAQ,14/04/2024,9400,9600,9500
"Uttar Pradesh",Muzaffarnagar,Muzzafarnagar,"Green Chilli","Green Chilly",FAQ,14/04/2024,3100,3300,3200
"Uttar Pradesh",Muzaffarnagar,Muzzafarnagar,Papaya,Papaya,Medium,14/04/2024,2200,2400,2300
"Uttar Pradesh",Muzaffarnagar,Muzzafarnagar,Potato,Desi,FAQ,14/04/2024,1500,1700,1600
"Uttar Pradesh",Muzaffarnagar,Muzzafarnagar,Spinach,Spinach,FAQ,14/04/2024,1020,1200,1100
"Uttar Pradesh",Pillibhit,Pilibhit,Apple,Delicious,Medium,14/04/2024,7950,8040,7995
"Uttar Pradesh",Pillibhit,Pilibhit,Cabbage,Cabbage,FAQ,14/04/2024,1420,1500,1460
"Uttar Pradesh",Pillibhit,Pilibhit,Cauliflower,Local,FAQ,14/04/2024,1580,1660,1620
"Uttar Pradesh",Pillibhit,Pilibhit,Raddish,Raddish,FAQ,14/04/2024,980,1060,1015
"Uttar Pradesh",Pillibhit,Puranpur,"Bottle gourd","Bottle Gourd",FAQ,14/04/2024,1710,1785,1750
"Uttar Pradesh",Pillibhit,Puranpur,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,1670,1740,1700
"Uttar Pradesh",Pillibhit,Puranpur,Papaya,Papaya,Medium,14/04/2024,1985,2050,2015
"Uttar Pradesh",Pillibhit,Puranpur,Potato,Potato,FAQ,14/04/2024,1410,1490,1450
"Uttar Pradesh",Raebarelli,Raibareilly,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,14/04/2024,13380,13425,13400
"Uttar Pradesh",Raebarelli,Raibareilly,Banana,"Banana - Ripe",Medium,14/04/2024,2850,2875,2860
"Uttar Pradesh",Raebarelli,Raibareilly,"Bitter gourd","Bitter Gourd",FAQ,14/04/2024,2725,2775,2750
"Uttar Pradesh",Raebarelli,Raibareilly,Cabbage,Cabbage,FAQ,14/04/2024,1325,1375,1350
"Uttar Pradesh",Raebarelli,Raibareilly,Carrot,Carrot,FAQ,14/04/2024,1300,1400,1350
"Uttar Pradesh",Raebarelli,Raibareilly,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,1400,1500,1450
"Uttar Pradesh",Raebarelli,Raibareilly,Onion,Red,FAQ,14/04/2024,1460,1550,1500
"Uttar Pradesh",Raebarelli,Raibareilly,"Pointed gourd (Parval)","Pointed gourd (Parval)",FAQ,14/04/2024,3825,3875,3850
"Uttar Pradesh",Raebarelli,Salon,Onion,"1st Sort",FAQ,14/04/2024,1650,1710,1700
Uttrakhand,Dehradoon,Vikasnagar,"Bottle gourd",Other,FAQ,14/04/2024,1000,1000,1000
Uttrakhand,Dehradoon,Vikasnagar,Carrot,Other,FAQ,14/04/2024,1000,1200,1200
Uttrakhand,Dehradoon,Vikasnagar,Cauliflower,Other,FAQ,14/04/2024,1000,1200,1200
Uttrakhand,Dehradoon,Vikasnagar,Potato,Other,FAQ,14/04/2024,400,800,800
Uttrakhand,Haridwar,Roorkee,Brinjal,Other,FAQ,14/04/2024,1000,2000,1500
Uttrakhand,Nanital,Haldwani,"Peas Wet",Other,FAQ,14/04/2024,2000,2400,2200
Uttrakhand,Nanital,Haldwani,Tomato,Other,FAQ,14/04/2024,1500,2000,1800
Uttrakhand,UdhamSinghNagar,Sitarganj,Orange,Other,Medium,14/04/2024,2000,2300,2200
Uttrakhand,UdhamSinghNagar,Sitarganj,Potato,Other,FAQ,14/04/2024,800,1000,850
"West Bengal",Bankura,"Bankura Sadar",Potato,Local,FAQ,14/04/2024,1780,1840,1800
"West Bengal",Bankura,"Indus(Bankura Sadar)",Rice,Fine,FAQ,14/04/2024,4650,4750,4700
"West Bengal",Burdwan,Kalna,"Green Chilli",Other,FAQ,14/04/2024,3000,3200,3100
"West Bengal",Coochbehar,Dinhata,"Bitter gourd","Bitter Gourd",FAQ,14/04/2024,2800,3000,2900
"West Bengal",Darjeeling,Darjeeling,Cabbage,Other,FAQ,14/04/2024,2400,2600,2500
"West Bengal",Darjeeling,Darjeeling,Potato,Other,FAQ,14/04/2024,2000,2200,2100
"West Bengal",Darjeeling,Darjeeling,Tomato,Other,FAQ,14/04/2024,2900,3100,3000
"West Bengal",Darjeeling,Karsiyang(Matigara),"Squash(Chappal Kadoo)",Other,FAQ,14/04/2024,1800,2000,1900
"West Bengal",Darjeeling,Siliguri,Onion,Other,FAQ,14/04/2024,1750,1800,1780
"West Bengal",Hooghly,Champadanga,Tomato,Deshi,FAQ,14/04/2024,1000,1200,1100
"West Bengal",Hooghly,Pandua,"Bitter gourd","Bitter Gourd",FAQ,14/04/2024,3900,4000,3950
"West Bengal",Hooghly,Pandua,Potato,Jyoti,FAQ,14/04/2024,2020,2060,2040
"West Bengal",Hooghly,Pandua,Tomato,Hybrid,FAQ,14/04/2024,1000,1100,1050
"West Bengal",Hooghly,Sheoraphuly,"Bottle gourd",Other,FAQ,14/04/2024,1100,1300,1200
"West Bengal",Malda,"English Bazar",Potato,Local,FAQ,14/04/2024,1750,1800,1780
"West Bengal",Medinipur(E),Egra/contai,"Bitter gourd","Bitter Gourd",FAQ,14/04/2024,3200,3600,3400
"West Bengal",Medinipur(E),Egra/contai,"Green Chilli","Green Chilly",FAQ,14/04/2024,4500,5500,5000
"West Bengal",Medinipur(E),Egra/contai,Rice,Fine,FAQ,14/04/2024,4000,4200,4100
"West Bengal",Medinipur(E),Kolaghat,Marigold(loose),Marigold(Loose),FAQ,14/04/2024,5000,6000,5500
"West Bengal",Medinipur(E),Kolaghat,Rice,Common,FAQ,14/04/2024,3200,3400,3300
"West Bengal",Medinipur(E),Kolaghat,"Tube Rose(Loose)","Tube Rose (Loose)",FAQ,14/04/2024,11000,13000,12000
"West Bengal",Medinipur(E),"Tamluk (Medinipur E)","Betal Leaves",Local,FAQ,14/04/2024,3000,11000,6000
"West Bengal",Medinipur(E),"Tamluk (Medinipur E)","Bitter gourd","Bitter Gourd",FAQ,14/04/2024,3600,4000,3800
"West Bengal",Medinipur(W),Ghatal,Onion,Onion,FAQ,14/04/2024,2050,2200,2150
"West Bengal",Murshidabad,Jangipur,Onion,Red,FAQ,14/04/2024,1200,1250,1220
"West Bengal",Nadia,Karimpur,Brinjal,Other,FAQ,14/04/2024,3800,3900,3850
"West Bengal",Nadia,Karimpur,Jute,TD-5,FAQ,14/04/2024,4850,4950,4900
"West Bengal",Nadia,Karimpur,Potato,Jyoti,FAQ,14/04/2024,1700,1720,1710
"West Bengal",Nadia,Karimpur,Rice,Other,FAQ,14/04/2024,4300,4350,4325
"West Bengal","North 24 Parganas",Barasat,"Bitter gourd",Other,FAQ,14/04/2024,4000,4000,4000
"West Bengal","North 24 Parganas",Barasat,Pumpkin,Other,FAQ,14/04/2024,1500,1500,1500
"West Bengal","Sounth 24 Parganas","Diamond Harbour(South 24-pgs)",Onion,Red,FAQ,14/04/2024,2125,2300,2250
Haryana,Faridabad,Faridabad,"Mousambi(Sweet Lime)",Other,Large,14/04/2024,2500,3000,2750
Haryana,Fatehabad,"Tohana(New Veg Market)",Tomato,Tomato,FAQ,14/04/2024,2500,2500,2500
Haryana,Hissar,Barwala(Hisar),Apple,Other,Medium,14/04/2024,4500,5000,4800
Haryana,Hissar,Barwala(Hisar),"Bottle gourd",Other,FAQ,14/04/2024,1500,1500,1500
Haryana,Hissar,Barwala(Hisar),Chikoos(Sapota),Other,Medium,14/04/2024,2500,3000,2800
Haryana,Hissar,Barwala(Hisar),Cucumbar(Kheera),Other,FAQ,14/04/2024,1500,1800,1800
Haryana,Hissar,Barwala(Hisar),Onion,Other,FAQ,14/04/2024,1250,1500,1400
Haryana,Hissar,Barwala(Hisar),Pomegranate,Other,Medium,14/04/2024,6500,7000,6800
Haryana,Hissar,Barwala(Hisar),Tomato,Other,FAQ,14/04/2024,1000,1200,1100
Haryana,Hissar,Hansi,Cauliflower,Other,FAQ,14/04/2024,800,1000,900
Haryana,Hissar,Hansi,Lemon,Other,FAQ,14/04/2024,6000,8000,7000
Haryana,Hissar,Hansi,Onion,Other,FAQ,14/04/2024,1200,2000,1400
Haryana,Hissar,Hansi,Tinda,Other,FAQ,14/04/2024,1000,1000,1000
Haryana,Hissar,Uklana,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,800,800,800
Haryana,Hissar,Uklana,Potato,Potato,FAQ,14/04/2024,900,900,900
